PDF name,Passage number,Reading Passage,Directions,Passage title (if any),Question number,Questions,Cognitive reasoning category,Item type,Item_type (multiple_choice or written_response),Choice_1,Choice_2,Choice_3,Choice_4,Text_in_box_in_passage,Text_in_box_in_question,Text_in_box_in_option,Correct answer,Percent students answering correctly,Percent of students selecting_choice 1,Percent of students selecting_choice 2,Percent of students selecting_choice 3,Percent of students selecting_choice 4,Standard,DOK,Word count (passage),Lexile (passage),Flesch-Kincaid (passage),Does the passage have any images? (Yes/No),"Do the questions have any images or refer to an image, table, or other illustration? (Yes/ No)",Do the options/ choices have any images? (Yes/No),Footnote to passage (write text in footnote),Copyright information,Other instructions,Other information
2023-released-items-ela-g8,3,,,,30,2. What important idea does the author develop in paragraphs 1 and 2?,,,multiple_choice,A. The Tellus army is poorly prepared for action.,B. Aleks has a plan that is based on the army's routines.,C. Aleks is unsure about which office has his army enlistment papers.,D. The Tellus army guards will soon return to the barracks from dinner.,,,,B,0.5314,,,,,NGLS.ELA.Content.NY-8.R.2,,,,,,,,,,,
2023-released-items-ela-g8,3,,,,31,3. Which sentence states a theme of paragraph 3?,,,multiple_choice,A. Overconfidence can lead to carelessness.,B. Pride in one's kingdom is essential to military success.,C. Pain can prevent a person from reaching one's goal.,D. Trust is difficult to establish and maintain.,,,,A,0.7209,,,,,NGLS.ELA.Content.NY-8.R.2,,,,,,,,,,,
2023-released-items-ela-g8,3,,,,32,4. How does Aleks's attitude change in paragraph 5?,,,multiple_choice,A. It shifts from exhausted to curious.,B. It shifts from panicked to confident.,C. It shifts from distracted to focused.,D. It shifts from annoyed to surprised.,,,,D,0.5687,,,,,NGLS.ELA.Content.NY-8.R.3,,,,,,,,,,,
2023-released-items-ela-g8,3,,,,33,"5. The saying ""Don't let anything stop you"" is an encouragement to pursue and achieve a goal despite obstacles. Which quotation from the story *best* reflects this idea?",,,multiple_choice,"A. After that . . . he would find a way out. There had to be one somewhere."" (paragraph 1)","B. ""Luckily, the door was unlocked and the room empty; Shulga had obviously gone straight from the time-out room to dinner."" (paragraph 3)","C. ""Aleks glanced at the clock; he knew he shouldn't, but he'd always been the curious type.""
  (paragraph 6)","D. ""A quick glance through the glass panel showed the corridor to be empty, so Aleks
  slipped from the room."" (paragraph 9)",,,,A,0.5309,,,,,NGLS.ELA.Content.NY-8.R.9,,,,,,,,,,,
2023-released-items-ela-g8,3,,,,34,"6. Read these sentences from paragraph 12.
  
  *We need to be quiet, boy. No getting excited.'*
  
  What do these sentences reveal about Aleks?",,,multiple_choice,A. He is aware that dangers may still await him.,B. He is questioning his decision to leave the army.,C. He is unfamiliar with how this horse will react.,D. He is reconsidering his plan of escape.,,,,A,0.838,,,,,NGLS.ELA.Content.NY-8.R.3,,,,,,,,,,,
2023-released-items-ela-g8,3,,,,35,7. Which sentence would be *most* important to include in a summary of the story?,,,multiple_choice,A. Aleks notices that Shulga's office is decorated the same as Antova's office.,B. Aleks finds an Anglyan journal in a secret compartment in Shulga's office.,C. Aleks fears someone is coming when he hears a door slam in the building.,D. Aleks slows his pace to avoid suspicion as he approaches the stables.,,,,B,0.6982,,,,,NGLS.ELA.Content.NY-8.R.2,,,,,,,,,,,
2023-released-items-ela-g8,4,"""1 You're a fish in the ocean.
  
  2 It's 2023 and humans have begun deploying swarms of sentinel robot fish along the reef where you live that will monitor your environment, track pollution and collect intelligence on your behavior. Welcome to the future, my finned fishy friends.
  
  3 O.K., so you're not a fish. And this sci-fi fishland doesn't exist. But it could—not long from now.
  
  4 Allow me to introduce SoFi—like ""Sophie,"" but short for ""Soft Robotic Fish,"" revealed in Science Robotics, by scientists at the Massachusetts Institute of Technology Computer Science and Artificial Intelligence Lab.
  
  5 They explained how their finned robot was created, and how her first ocean swim on a coral reef outside of Fiji went. Robotic fish like her could be essential to understanding and protecting marine life in danger of disappearing in a fragile ocean environment, threatened by human activity and climate change.
  
  6 This foot-and-a-half long robot mimics a real fish. She can swim in the ocean at speeds up to half-its-body-length a second and at depths up to 60 feet below the surface. SoFi has a battery that will last 45 minutes before she shuts down.
  
  7 She's not quite fish flesh, but she's not a typical marine robot either. Although critical for studying the ocean, remote operated vehicles and submersibles^1 can be expensive to build and operate. They also can startle the sea creatures they're supposed to study. But without a line giving her away by connecting her to a boat, a noisy propeller or the big, rigid, awkward or angular body of a metallic land-alien, she doesn't seem to bother or scare off real fish. Some even swim along with her. Sleek, untethered, relatively inexpensive and well-tolerated, SoFi may provide biologists a fish's-eye view of animal interactions in changing marine ecosystems.
  
  8 For this group of MIT roboticists, SoFi was a dream, combining their love of diving with their work on soft robots. She was also an engineering challenge.
  
  9 SoFi started as a nine-inch silicon tail that wiggled with the assistance of a hydraulic pump.
  
  10 ""I was amazed at how well it was working, how well I was able to get this tail to beat back and forth or swim left and right, like a shark or some other fish,"" said Robert Katzschmann, a graduate student at MIT who led the team. ""But we wanted to show this wasn't just working on a test bench or table top.""
  
  11 SoFi had to swim in the ocean—at multiple depths.
  12 This meant waterproofing, buoyancy control, tweaking weight distributions and figuring out an unobtrusive^2 way to share information underwater. It also meant compact equipment.
  
  13 ""We wanted to build a fish,"" said Mr. Katzschmann. ""And the fish can't be as big as a submarine—unless we wanted to build a whale.""
  
  14 A couple years later SoFi had a finned body and head equipped with a camera, twoway hydrophone, battery, environmental sensors, operating system and communication system that allowed a diver to issue commands using a souped-up Super Nintendo controller.
  
  15 The communication system was the biggest challenge, said Mr. Katzschmann, because normally it requires a cable. Common remote signals used for piloting aerial drones don't travel below water.
  
  16 But sound waves do.
  
  17 They built their own language, sending coded messages on high-pitched sound waves between SoFi and the diver. Different bits of information were assigned their own tones, kind of like how numbers are represented by dial tones when you make a phone call. A processing system decoded and relayed the messages to tell the diver things like ""SoFi is currently swimming forward"" or command her to ""turn left, 20 degrees.""
  
  18 The high-pitched signals only travel about 65 feet and are inaudible to fish, although it's possible some whales or dolphins could hear them, which may require future research.
  
  19 ""Our primary goal was to make something for biologists,"" said Mr. Katzschmann. Heenvisions a future network of sensor-clad SoFis for studying schooling dynamics^3 or monitoring pollution over time. Currently he's working on primitive A.I. so SoFi can use her footage to identify and track real fish.
  
  20 But what if a real fish—or a shark—tracks SoFi instead? 
  
  21 ""If a shark would have come and ate our fish, that would have been the most amazing
  footage,"" Mr. Katzschmann said.""",*Read this article. Then answer questions 36 through 42.*,"*Robotic Fish to Keep a Fishy Eye on the Health of the Oceans*
_by JoAnna Klein_",36,"1. Why does the author use the phrase ""my finned fishy friends"" in paragraph 2?",,,multiple_choice,A. to highlight the serious issues facing ocean life,B. to make readers feel a connection to the article,C. to establish the importance of SoFi's fin technology,D. to help readers understand the ocean environment,,,,B,0.7046,,,,,NGLS.ELA.Content.NY-8.R.4,,704,1120,10,No,No,No,"  1^*submersibles*: boats designed to do underwater research 
  2^*unobtrusive*: barely noticeable 
  3^*schooling dynamics*: forces that influence change as fish travel together in schools",,,
2023-released-items-ela-g8,4,,,,37,"2. Read this sentence from paragraph 7.
  
  *She's not quite fish flesh, but she's not a typical marine robot either.*
  
  Which detail about SoFi *best* supports the idea expressed in this sentence?",,,multiple_choice,A. SoFi may contribute to the protection of endangered marine life.,B. SoFi can swim at speeds that are similar to some fish.,C. Fish are not scared by SoFi and sometimes swim with her.,D. Divers issue commands to SoFi using a simple controller.,,,,C,0.4691,,,,,NGLS.ELA.Content.NY-8.R.8,,,,,,,,,,,
2023-released-items-ela-g8,4,,,,38,3. Which detail from the article *best* shows the author's point of view about SoFi?,,,multiple_choice,"A. ""Robotic fish like her could be essential to understanding and protecting marine life in
  danger of disappearing . . ."" (paragraph 5)","B. ""This foot-and-a-half long robot mimics a real fish"" (paragraph 6)","C. ""I was amazed at how well it was working, how well I was able to get this tail to beat back
  and forth or swim left and right . . "" (paragraph 10)","D. ""And the fish can't be as big as a submarine—unless we wanted to build a whale."" (paragraph 13)",,,,A,0.7005,,,,,NGLS.ELA.Content.NY-8.R.6,,,,,,,,,,,
2023-released-items-ela-g8,4,,,,39,4. Which statement *best* explains how the ideas in paragraph 8 relate to the details in paragraphs 12 through 14?,,,multiple_choice,A. Engineers want to build a robot to explore marine life.,B. Engineers create a system to guide SoFi underwater.,C. Engineers focus on design requirements to achieve their goal.,D. Engineers develop SoFi to think and act like a small fish.,,,,C,0.4706,,,,,NGLS.ELA.Content.NY-8.R.3,,,,,,,,,,,
2023-released-items-ela-g8,4,,,,40,5. One aspect of technology that is often stressed is its negative impact on the environment. Which detail from the article presents a contrast to this idea?,,,multiple_choice,"A. ""They explained how their finned robot was created, and how her first ocean swim on a coral reef outside of Fiji went."" (paragraph 5)","B. ""But without a line giving her away by connecting her to a boat . . . she doesn't seem to bother or scare off real fish"" (paragraph 7)","C. ""SoFi started as a nine-inch silicon tail that wiggled with the assistance of a hydraulic pump"" (paragraph 9)","D. ""The high-pitched signals only travel about 65 feet and are inaudible to fish, although it's
  possible some whales or dolphins could hear them . . "" (paragraph 18)",,,,B,0.4667,,,,,NGLS.ELA.Content.NY-8.R.9,,,,,,,,,,,
2023-released-items-ela-g8,4,,,,41,"6. In paragraph 21, Mr. Katzschmann reacts positively to the idea that a shark might eat SoFi because that would",,,multiple_choice,A. lead to further funding and research,B. test the strength of the underwater system,C. help biologists understand how to protect marine life,D. support the goal of studying animal interactions,,,,D,0.484,,,,,NGLS.ELA.Content.NY-8.R.3,,,,,,,,,,,
2023-released-items-ela-g8,4,,,,42,7. Which idea would be *most* important to include in a summary of the article?,,,multiple_choice,A. SoFi uses coded messages to communicate.,B. SoFi receives commands from a remote control.,C. SoFi is an important tool for understanding ocean life.,D. SoFi is designed to swim at different speeds in the ocean.,,,,C,0.8018,,,,,NGLS.ELA.Content.NY-8.R.2,,,,,,,,,,,
2021-staar-gr3-reading-test,1,"""1 What's the first thing you think of when you hear the word ""porcupine""? Maybe it's those famous pointy quills. A porcupine has 30,000 or more of them! 
 
 2 You might have seen cartoons showing porcupines that could ""shoot"" their quills. Real porcupines can't do that. But if a predator attacks a porcupine, the animal whirls around with its sharp quills raised. It swishes its tail from side to side. And if the attacker gets whacked, the quills will easily get stuck in its skin.
 
 *On the Menu*
 
 3 The name porcupine means ""quill pig."" The quill part is right, but porcupines aren't pigs at all. Like mice, squirrels, and beavers, they're rodents. North American porcupines live in much of the United States and Canada.
 
 4 Porcupines are out and about both day and night, though more at night. They don't hibernate, so during different times of the year different things are on a porcupine's menu. In the spring, for example, they <ul>nibble</ul> on buds, flowers, leaves, and more. During winter, there's less to eat, so porcupines live mostly on bark and evergreen needles then.
 
 5 Porcupines have long, orange front teeth that never stop growing. But that's OK, because porcupines hardly ever stop gnawing! That keeps their teeth worn down. Besides chewing their normal food, they'll also gnaw at things such as picnic tables, rake handles, cabins, and even shoes!
 
 *Little Pricklies*
 
 6 In the spring, a mother porcupine gives birth to one baby. Some newborn animals are helpless, but not baby porcupines. They're born with their eyes open and are able to walk right away.
 
 7 At first, their quills are soft and wet. But in just a few hours, the quills dry out and become stiff little stabbers. They aren't long enough to hurt a predator, though. So if a baby feels threatened, it quickly finds a place to hide.
 
 8 A baby porcupine nurses from its mom for about four months. But it also begins eating soft plant parts when it's just a few days old. After it stops nursing, a young porcupine will separate from its mom for longer and longer periods, until it's ready to live on its own.
 
 *At Home up a Tree*
 
 9 Porcupines are great climbers and spend a lot of their time in trees. Long claws and rough paw pads help them get a grip. When they're just a few weeks old, even babies can climb young, skinny trees. Climbing can be a good way to help porcupines avoid enemies. 
 
 10 Speaking of enemies, porcupines don't have very many. Only a few kinds of animals know how to get around a porcupine's prickly defenses. Some predators of porcupines include cougars, wolves, and bears.
 
 *Super Quills*
 
 11 Most animals, though, won't mess with a porcupine. Its quills are amazing weapons. They're on every part of the animal's body except for its belly, face, and ears. But most are on the porcupine's back and tail. Quills are actually sharp, stiff hairs. And some of them can be up to four inches long! 
 
 12 The tips of the quills are covered with tiny hook-like barbs. The barbs make the quills very hard to pull out. And the ends of the quills are covered with greasy stuff that makes it easier for them to keep moving in deeper. As they do, they can cause more problems inside a victim's body. 
 
 13 An animal brave (or foolish) enough to attack a porcupine does get some warning. When a porcupine feels threatened, it clacks its teeth together. Then it lets off a strong warning smell as it raises its quills. If that doesn't work, the porcupine whirls around, swishing its prickly tail back and forth. Some animals might give up at this point and go find an easier meal. But if an animal does attack, it will end up with a face or foot full of sharp quills. _Yow!_
 
 14 Porcupines have one of the best self-defense systems in nature. These walking pincushions sure can take care of themselves!""",*Read the selection and choose the best answer to each question. Then fill in the answer on your answer document.*,"*Prickly Porcupines*
_by Kathy Kranking_",1,"1. In paragraph 6, the suffix -less helps the reader know that the word <ul>helpless<ul>means —",,,multiple_choice,A. one who helps others,B. to help again,C. not able to help oneself,D. too much help,"KEY 
Where porcupines live; A porcupine is eating leaves while sitting on a tree branch.; Porcupine Mother and Baby; Close-Up View of a QuillTiny barbs cover the tip of a quill.

https://www.dropbox.com/scl/fi/vrartr793q81gwgbk89au/Passage_1_2021-staar-gr3-reading-test.PNG?rlkey=5olj23mud0mszyzkyrt4a53gc&dl=0
 
 https://www.dropbox.com/scl/fi/fkrip3shnefpgs4wufisv/Passage_2_2021-staar-gr3-reading-test.PNG?rlkey=45ax96j83ctmz3oqoxfygtw6b&dl=0
 
 https://www.dropbox.com/scl/fi/by92lg1cns7hl49uxnf37/Passage_3_2021-staar-gr3-reading-test.PNG?rlkey=35d33ykyv9vzelwfd15y9qcoa&dl=0
 
 https://www.dropbox.com/scl/fi/20fe34hodno3nq7duuxaz/Passage_4_2021-staar-gr3-reading-test.PNG?rlkey=zzgm4rjhk1bz1lxhbfacv8z43&dl=0",,,C,4,65*,18,4,12,,,,,,Yes,No,No,,Used with permission.,,Readiness
2021-staar-gr3-reading-test,1,,,,2,"2. Which text feature helps the reader locate information about why many animals
 leave porcupines alone?",,,multiple_choice,"F. The labels on the map ""Porcupines in North America""","G. The subheading ""On the Menu""",H. The caption under the photograph next to paragraph 6,"J. The subheading ""Super Quills""",,,,J,9,64*,14,13,9,,,,,,,,,,,,Readiness
2021-staar-gr3-reading-test,1,,,,3,3. What is the most likely reason the author wrote this selection?,,,multiple_choice,A. To tell the reader where to find porcupines in the wild,B. To describe how a porcupine acts around an attacker,C. To provide the reader with many different facts about porcupines,D. To explain why porcupines look different from other animals,,,,C,7,8,19,7,66*,,,,,,,,,,,,Readiness
2021-staar-gr3-reading-test,1,,,,4,4. Which section is most likely to give information about what a porcupine eats?,,,multiple_choice,F. On the Menu,G. Little Pricklies,H. At Home up a Tree,J. Super Quills,,,,F,62,62*,17,11,9,,,,,,,,,,,,Readiness
2021-staar-gr3-reading-test,1,,,,5,5. Which word is a synonym for <u>nibble<u> in paragraph 4?,,,multiple_choice,A. Sleep,B. Hide,C. Walk,D. Chew,,,,D,12,10,12,65*,12,,,,,,,,,,,,Supporting
2021-staar-gr3-reading-test,1,,,,6,6. What is the most likely reason the author includes the map in the selection?,,,multiple_choice,F. To show that porcupines live in Canada and in part of the United States,G. To show that porcupines can be found only in the United States,H. To show that porcupines are mostly found in Alaska,J. To show that porcupines live only near oceans,,,,F,15,15,12,17,57*,,,,,,,,,,,,Supporting
2021-staar-gr3-reading-test,2,"""1 Layla knew the grin on her face stretched from ear to ear. She just couldn't help it. Was there anything better than spending a school day exploring a national park? Layla didn't think so. She loved being outside because there was always something new to discover. This was only the second field trip she had ever been on, but Layla was certain this would be the best one of her school career. 
 
 2 The group's hike had just begun, yet Layla had already seen and learned about many interesting things. She listened carefully as the tour guide pointed to a plant covered with tiny yellow flowers. The guide explained that butterflies loved this native Texas plant called lantana. Then she gathered the group to move ahead. 
 
 3 As Layla got close to the lantana, she couldn't believe her luck. A beautiful orange butterfly with black and white spots had landed on one of the tiny yellow flowers. Layla quickly grabbed her camera and snapped a picture. As she tucked her camera back in her backpack, something on the trail caught her eye. Layla picked up the object. It looked like a rock that had been broken in half. When she turned it over in her hand, Layla gasped in surprise. She could see that the rock was not solid all the way through. Along the inside wall of the hollow rock were tiny, beautiful crystals. 
 
 4 Layla gazed at the little twinkling gift tucked inside the rock. She was so absorbed in her discovery that she did not hear her classmate Cooper walking behind her. Cooper leaned over Layla's shoulder and said, ""You found a geode? Cool!"" 
 
 5 Layla jumped. ""A what?"" she asked. 
 
 6 ""A geode. It's a kind of rock with crystals inside. That's a nice one. Quick! Hide it before the tour guide sees it.""
 
 7 Layla quickly shoved it into the pocket of her jacket. Then she turned, looking over her shoulder to see where the tour guide was. She breathed a sigh of relief when she saw the guide far down the trail with the rest of the group. 
 
 8 ""I'm not sure I should keep it,"" Layla said. ""The tour guide might like to see it and tell us what she knows about it. Besides, don't you remember what she told us?"" 
 
 9 Cooper rolled his eyes. ""Yeah, yeah. ‘Take only pictures. Leave only footprints.' But there are probably a million of those rocks lying around in this area. Do you really think they are going to miss this one rock? You know what I think? It will make an awesome souvenir."" With that, Cooper jogged down the trail to catch up with the rest of the class. 
 
 10 Layla bit her lip uncertainly as her fingers touched the rock inside her pocket. ""It would give me something to help me remember the trip,"" she thought. But Layla could not ignore the heavy feeling that had settled in her heart. 
 
 11 _Take only pictures. Leave only footprints_. The tour guide's words played over and over in Layla's mind.
 
 12 As she stood on the edge of the trail, Layla suddenly noticed the cool breeze, and it comforted her. The sweet scent of the honeysuckle blossoms brought a smile to her face. The songs of nearby birds seemed to speak to her and tell her what she should do. 
 
 13 Carefully, Layla removed the geode from her pocket. As she held it, she felt the heaviness lift from inside her. She smiled when the sunlight bounced off the crystals, sending the rays in a thousand directions at once. ""You sure are pretty,"" she murmured. 
 
 14 She was still smiling as she looked ahead at her classmates, who were down the trail with the tour guide. As she started to jog toward them, Layla <ul>cradled<ul> the geode gently in her hands. 
 
 15 ""I know just who to show you to,"" Layla said with confidence as she ran to join the group and talk to the guide.",*Read the selection and choose the best answer to each question. Then fill in the answer on your answer document.*,*A Gift from Nature*,7,1. Which words from paragraph 14 best help the reader understand what cradled means?,,,multiple_choice,A. _at her classmates_,B. _down the trail_,C. _with the tour guide_,D. _gently in her hands_,https://www.dropbox.com/scl/fi/fvm82szhjgsmff432tdoa/Passage_2_2021-staar-gr3-reading-test1.PNG?rlkey=l7gue039p8b8bkkv7lbkdksez&dl=0,,,D,23,23,21,33*,23,,,,,,Yes,Yes,No,,,,Readiness
2021-staar-gr3-reading-test,2,,,,8,"2. The details in paragraph 1 are important to the plot of the story because they
 help the reader understand that Layla —",,,multiple_choice,F. is easy to please,G. enjoys being alone,H. loves and respects nature,J. has been to a forest on another field trip,,,,H,11,10,30,11,49*,,,,,,,,,,,,Readiness
2021-staar-gr3-reading-test,2,,,,9,3. What is the main message of the story?,,,multiple_choice,A. People do not always learn from their mistakes.,B. Spending time outdoors can be rewarding.,C. Rules are made for the safety of everyone.,D. Making the right choice can be difficult.,,,,D,16,71*,6,6,16,,,,,,,,,,,,Supporting
2021-staar-gr3-reading-test,2,,,,10,4. Which of these events leads to Layla finding the geode?,,,multiple_choice,F. She stops to take a photograph.,G. She listens to what Cooper tells her.,H. She remembers the tour guide's words.,J. She starts to jog toward her classmates.,,,,F,21,21,16,36*,27,,,,,,,,,,,,Readiness
2021-staar-gr3-reading-test,2,,,,11,"5. Read this sentence from paragraph 10.
 
 The imagery in this sentence suggests that Layla feels —",,,multiple_choice,"A. angry, because she doesn't like what she is thinking to herself","B. uncomfortable, because she knows that she is making a mistake","C. curious, because she wants to study the rock and learn more about it","D. proud, because she realizes that she is the one who found an unusual rock",,"But Layla could not ignore the heavy
 feeling that had settled in her heart.",,B,46,25,46*,16,13,,,,,,,,,,,,Supporting
2021-staar-gr3-reading-test,2,,,,12,"6. Read paragraph 11.
 
 What do these sentences show about Layla?",,,multiple_choice,F. She wants to take pictures of the geode.,G. She is good at recalling important ideas.,H. She is not sure what the tour guide meant.,J She is considering what she should do with the geode.,,"Take only pictures. Leave only footprints.
 _The tour guide's words played over and
 over in Layla's mind._",,J,21,21,61*,10,8,,,,,,,,,,,,Readiness
2021-staar-gr3-reading-test,2,,,,13,7. What is the most likely reason Layla decides against taking the geode home?,,,multiple_choice,A. She cannot think of a way to make the rock useful.,B. She realizes that the rock should stay in its natural surroundings.,C. She is afraid of what others might say if she keeps it.,D. She is worried that Cooper will try to take it away from her.,,,,B,7,73*,7,13,7,,,,,,,,,,,,Readiness
2021-staar-gr3-reading-test,2,,,,14,8. What can the reader tell about how Layla feels toward the tour guide?,,,multiple_choice,"F. Layla wishes the tour guide had selected a more interesting path for the group
 to walk in the park.",G. Layla thinks the tour guide is boring.,"H. Layla thinks the tour guide saw the geode near the trail and forgot to talk
 about it.",J. Layla respects the tour guide's knowledge.,,,,J,65,12,13,10,65*,,,,,,,,,,,,Readiness
2021-staar-gr3-reading-test,2,,,,15,"9. The imagery in the first sentence of the story helps the reader understand that
 Layla is —",,,multiple_choice,A. tired from doing schoolwork,B. excited about being on a field trip,C. concerned about hiking in a national park,D. curious about where her class will go next,,,,B,11,62*,11,14,13,,,,,,,,,,,,Supporting
2021-staar-gr3-reading-test,2,,,,16,"10. Read this sentence from paragraph 13.
 
 The author uses this description to suggest that —",,,multiple_choice,F. the geode looks beautiful as it shines,G. Layla really wants to keep the geode,H. the forest has many other hidden geodes,J. Layla is wondering how the geode formed,,"_She smiled when the sunlight bounced off
 the crystals, sending the rays in a
 thousand directions at once._",,F,20,20,19,43*,17,,,,,,,,,,,,Supporting
2021-staar-gr3-reading-test,3,"""1 Many animals are superstars in their own ways. Some can jump very far. Others can run very fast. But one animal is a superstar for being s-l-o-w. The sloth is the slowest mammal on Earth. The sloth may seem like it is just lazy. But as scientists are discovering, this cute animal may actually be super smart. Its slow movements help make it go <ul>unnoticed<ul> by its enemies.
 
 2 You might think it would be easy to learn about slow animals. If they cannot move fast, it must be easy to watch them. But sloths spend most of their time hanging upside down in trees. Because of this, scientists cannot see the sloths or follow them easily. Even today these animals are very mysterious. One thing that scientists do know is that sloths are very different from most other animals.
 
 *Sloth Style*
 
 3 Sloths have longer arms than legs with M<ul>curved<ul> claws on each hand and foot. The claws help these animals hang upside down. Their bodies are covered with long, gray-brown fur. Algae, which is plantlike matter that can grow on pond water, grow on their fur. This makes the sloths look green. Up in the tree, the colors and shape of the sloth blend in with the tree. If you were to stare at the sloth, you might think it was a branch.
 
 4 With gentle brown eyes and a flat little nose, the sloth might win the award for cutest animal. Its lips are always turned up as though it is smiling. Its mouth holds only 18 teeth, and its ears are very small. Sloths grow to be only about 25 inches long—around the size of a human baby.
 
 *Slow Movers*
 
 5 When sloths are awake, they move very slowly. They spend most of their time in trees. In fact, the animals come down only about once a week. While sloths are good climbers, they are not good walkers. Their back legs are weak. To walk the sloths must drag themselves using their front claws. Sloths are excellent swimmers. Sometimes they fall straight from their trees into rivers and go for a swim.
 
 6 Most of the time sloths are sleeping. They snooze between 15 and 20 hours each day. Then, at night sloths wake up to eat.
 
 7 Scientists are still learning about what sloths eat. They are known to eat twigs, leaves, and fruit. They get most of their water from the juicier parts of their food. Because sloths do not move much, they do not need to eat much. They also need to go to the bathroom only once a week. For this, they slowly climb down from their homes in the trees.
 
 *Staying Safe*
 
 8 Whether in trees or on the ground, sloths face dangers. The greatest danger comes from predators like jaguars, large birds, and snakes. It is difficult for a sloth to defend itself. 
 
 9 Sloths face other challenges too. The animals live high in the rain forest. When parts of the rain forest are cut down, sloths lose their homes. Fortunately, places like the Sloth Sanctuary of Costa Rica help sloths when they are in trouble.
 
 *Helping Sloths*
 
 10 The Sloth Sanctuary of Costa Rica cares very much about sloths. The people there provide a home for sick or hurt sloths. The workers nurse them back to health. Then, they return them to the rain forest.
 
 11 A scientist named Becky Cliffe works with the Sloth Sanctuary of Costa Rica to care for the sloths. Cliffe studies sloths and wants to learn more about their habits. She found a new way to study sloths in the wild by using a special sloth backpack. The tiny backpack contains a camera and a GPS tracker. The backpack records the sloth's location and takes photographs. It allows Cliffe to collect a huge amount of important information about the daily life of a sloth.
 
 12 Cliffe plans to keep studying sloths. ""There is still so much we need to know about them,"" she says. By learning more, scientists may be able to keep these slow superstars safe for years to come.""",*Read the selection and choose the best answer to each question. Then fill in the answer on your answer document.*,*Superstars of Slow*,17,1. The prefix un- helps the reader understand that unnoticed in paragraph 1 means —,,,multiple_choice,A. first seen,B. not seen,C. seen together,D. seen from below,"https://www.dropbox.com/scl/fi/by92lg1cns7hl49uxnf37/Passage_3_2021-staar-gr3-reading-test.PNG?rlkey=35d33ykyv9vzelwfd15y9qcoa&dl=0
 
 https://www.dropbox.com/scl/fi/pu4jh3ovxczkqgmfxesf2/Passage_3.1_2021-staar-gr3-reading-test.PNG?rlkey=99ozwckkxi1b184qrrrms09g7&dl=0
 
 https://www.dropbox.com/scl/fi/nb7iql0xom1f2u6bi49xt/Passage_3.2_2021-staar-gr3-reading-test.PNG?rlkey=dgljuivp1x06rapar189yt3lg&dl=0
 
 https://www.dropbox.com/scl/fi/eviy4u3m8s5iclc3i5ae9/Passage_3.3_2021-staar-gr3-reading-test.PNG?rlkey=mi2b1u5ck0yytydfy7bk7hruz&dl=0",,,B,11,31,11,14,44*,,,,,,Yes,No,No,,,,Readiness
2021-staar-gr3-reading-test,3,,,,18,2. Which word means the opposite of curved in paragraph 3?,,,multiple_choice,F. Straight,G. Thick,H. Dark,J. Soft,,,,F,15,15,15,16,54*,,,,,,,,,,,,Supporting
2021-staar-gr3-reading-test,3,,,,19,3. Which section contains information about what sloths eat?,,,multiple_choice,A. Sloth Style,B. Slow Movers,C. Sloth Snacks,D. Staying Safe,,,,C,13,18,14,13,54*,,,,,,,,,,,,Readiness
2021-staar-gr3-reading-test,3,,,,20,4. What is the most likely reason the author includes the details in paragraph 1?,,,multiple_choice,F. To suggest that some sloths can move fast if they have to,G. To show that sloths are a lot like other animals that live in trees,H. To show that some sloths have become well known to scientists,J. To suggest that sloths have a special quality that helps them survive,,,,J,10,54*,18,18,10,,,,,,,,,,,,Readiness
2021-staar-gr3-reading-test,3,,,,21,"5. Which idea from the selection does the author best support by including the first
 three photographs?",,,multiple_choice,A. Sloths spend a lot of time in trees.,B. Scientists want to know more about sloths.,C. Some sloths are much bigger than others.,D. Sloths may not be as lazy as they look.,,,,A,19,19,21,14,46*,,,,,,,,,,,,Supporting
2021-staar-gr3-reading-test,3,,,,22,6. Which sentence from the selection suggests that the author likes sloths?,,,multiple_choice,F. _The sloth is the slowest mammal on Earth_. (paragraph 1),G. _One thing that scientists do know is that sloths are very different from most other animals_. (paragraph 2),"H. _With gentle brown eyes and a flat little nose, the sloth might win the award for cutest animal_. (paragraph 4)",J. _Sloths grow to be only about 25 inches long—around the size of a human baby_. (paragraph 4),,,,H,15,51*,22,15,12,,,,,,,,,,,,Readiness
2021-staar-gr3-reading-test,3,,,,23,7. What is the most likely reason the author wrote this selection?,,,multiple_choice,A. To provide the reader with interesting facts about sloths,B. To encourage the reader to support a place that helps sloths,C. To explain to the reader the biggest dangers that sloths face,D. To show the reader what it is like to visit a sloth sanctuary,,,,A,17,17,42*,19,22,,,,,,,,,,,,Readiness
